К	10
СК	11
НК	12
Р	13
РР	14
А	16
СП	17
ОП	18
Б	20
БМ	21
МР	21
БК	22
ТП	22
У	22
БР	23
БП	24
БС	25
БА	26
П	27
ТР	28
СВ	31
СГ	32
РС	33
СФ	35
КР	36
Ф	40
ФВ	41
ФП	42
ФС	43
ФФ	44
ФА	45
РФ	51
ТФ	52
ПС	52
ПК	52
ФН	53
ПП	54
Д	55
В	55
ВЖ	56
КВ	57
ПГ	57
КТ	58
Л	60
СТР	60
МЛ	61
ПЛ	62
ОГ	63
ОГЛ	63
Н	64
КС	65
ЛС	66
Щ	67
БУ	71
С	71
Г	72
ГМ	72
ГС	72
РВ	73
РГ	73
ГЛ	74
ГР	75
АУ	76
Т	77
АС	80
АГ	81
АБ	82
МП	83
МД	83
ЗД	84
ЗИ	85
